billing_month,season,avg_temperature_c,household_size,working_days,ownership_status,water_liter,electricity_kwh,gas_m3,energy_efficiency_rating,water_rate,electricity_rate,gas_rate
2,Winter,9.8,1,27.0,Owned,3420.9,147.47,43.89,A,0.0011,0.13,0.09
12,Winter,8.2,1,24.0,Owned,3087.4,170.8,36.14,A,0.0018,0.19,0.05
12,Winter,11.4,3,19.0,Owned,10784.7,313.19,129.36,B,0.0019,0.2,0.05
2,Winter,11.3,2,21.0,Rented,6812.6,224.77,93.54,A,0.0012,0.13,0.05
1,Winter,10.4,1,25.0,Rented,2957.7,152.45,42.04,D,0.0012,0.17,0.07
6,Summer,29.2,1,25.0,Rented,3203.0,181.25,15.88,D,0.0012,0.15,0.1
1,Winter,8.3,6,24.0,Owned,21209.1,474.99,279.74,B,0.0011,0.17,0.05
7,Summer,30.2,4,26.0,Owned,16141.7,638.58,83.65,A,0.0017,0.13,0.09
8,Summer,27.6,3,26.0,Rented,9639.0,520.39,56.1,B,0.0015,0.15,0.08
8,Summer,30.0,3,24.0,Rented,7809.5,355.51,60.69,B,0.002,0.17,0.09
1,Winter,8.3,4,21.0,Rented,10397.3,656.65,116.16,D,0.0012,0.17,0.07
6,Summer,27.4,3,25.0,Rented,9193.6,707.17,59.79,C,0.0017,0.17,0.07
1,Winter,12.0,5,28.0,Owned,16273.9,738.37,202.64,A,0.0019,0.15,0.09
7,Summer,30.0,2,26.0,Rented,4913.5,166.28,48.59,B,0.001,0.14,0.08
2,Winter,10.0,2,27.0,Owned,6293.6,284.05,77.31,E,0.001,0.19,0.06
12,Winter,9.2,2,22.0,Rented,6194.7,281.6,71.51,E,0.0018,0.18,0.07
6,Summer,29.0,3,25.0,Rented,10572.1,634.36,67.53,C,0.0011,0.14,0.09
12,Winter,9.4,1,23.0,Owned,3689.0,125.44,42.61,A,0.0017,0.17,0.07
1,Winter,11.2,3,18.0,Rented,9029.7,397.54,127.99,D,0.0019,0.18,0.07
2,Winter,11.3,1,18.0,Owned,3470.7,165.37,35.16,E,0.0011,0.18,0.05
8,Summer,28.4,6,24.0,Owned,21102.9,1544.31,118.76,C,0.0017,0.17,0.06
2,Winter,10.7,3,23.0,Owned,8365.5,478.94,118.38,B,0.0017,0.16,0.06
7,Summer,27.4,1,26.0,Rented,2704.6,157.95,21.71,A,0.0016,0.12,0.05
2,Winter,9.7,2,21.0,Rented,6437.4,229.83,79.1,A,0.002,0.16,0.06
12,Winter,8.1,3,22.0,Rented,10027.7,396.6,107.52,B,0.0013,0.14,0.08
12,Winter,9.0,5,22.0,Rented,12725.9,891.17,226.63,C,0.0011,0.2,0.09
2,Winter,9.6,3,23.0,Owned,10300.2,459.84,98.22,C,0.0017,0.17,0.07
12,Winter,12.7,1,21.0,Owned,3607.8,154.8,41.97,A,0.0014,0.15,0.07
8,Summer,31.0,6,23.0,Rented,17083.1,1342.91,123.03,D,0.0016,0.18,0.09
7,Summer,28.0,5,16.0,Rented,17206.5,1061.48,111.54,C,0.0018,0.17,0.1
1,Winter,10.0,6,24.0,Rented,20517.2,541.05,254.27,A,0.0015,0.18,0.1
6,Summer,27.8,5,24.0,Rented,15033.8,921.0,90.96,B,0.002,0.15,0.06
12,Winter,8.3,4,23.0,Owned,14695.9,521.39,174.9,A,0.0016,0.15,0.07
12,Winter,10.3,2,26.0,Rented,6179.1,311.95,73.48,B,0.0016,0.13,0.09
12,Winter,9.9,4,24.0,Rented,11204.2,604.63,162.4,E,0.0011,0.2,0.1
6,Summer,29.9,5,23.0,Rented,13560.1,983.03,92.46,A,0.0019,0.14,0.08
2,Winter,12.3,2,27.0,Rented,6357.9,239.91,78.86,B,0.0011,0.17,0.08
1,Winter,11.8,5,20.0,Rented,17866.7,785.17,200.04,B,0.0012,0.18,0.06
6,Summer,28.9,4,24.0,Rented,12625.9,948.91,79.49,D,0.0018,0.14,0.06
7,Summer,28.8,5,22.0,Owned,18043.9,750.17,88.14,B,0.0015,0.15,0.06
12,Winter,12.0,5,21.0,Rented,14302.9,1234.45,212.41,D,0.0014,0.16,0.07
8,Summer,28.8,2,26.0,Owned,6584.9,345.17,37.77,A,0.0017,0.13,0.08
2,Winter,14.5,4,25.0,Rented,12101.8,691.74,173.81,C,0.0011,0.17,0.07
1,Winter,8.7,6,27.0,Rented,17000.5,1077.74,274.42,C,0.0011,0.15,0.05
1,Winter,6.7,1,22.0,Owned,3244.0,172.11,38.9,B,0.0013,0.18,0.09
12,Winter,10.2,5,25.0,Rented,14523.4,591.93,180.83,B,0.0019,0.15,0.06
6,Summer,27.6,5,28.0,Rented,14099.2,761.75,96.89,B,0.0014,0.13,0.07
2,Winter,10.6,4,25.0,Rented,10468.4,714.11,158.83,B,0.0019,0.17,0.09
6,Summer,26.3,5,28.0,Rented,14160.8,698.41,98.79,C,0.0017,0.19,0.07
6,Summer,32.1,4,23.0,Owned,13614.4,672.82,93.17,C,0.0011,0.18,0.07
2,Winter,7.0,1,27.0,Rented,2295.9,120.45,40.9,A,0.0019,0.16,0.07
12,Winter,8.2,5,22.0,Rented,14999.9,978.55,214.59,B,0.0011,0.17,0.08
6,Summer,29.9,5,28.0,Owned,14589.8,789.41,101.35,D,0.0017,0.17,0.08
1,Winter,9.5,6,22.0,Owned,20344.9,1250.55,231.72,C,0.0012,0.16,0.09
8,Summer,28.1,2,25.0,Rented,5905.6,364.39,44.6,B,0.0015,0.13,0.05
12,Winter,7.6,6,25.0,Rented,19506.7,1225.69,233.52,B,0.0012,0.13,0.07
2,Winter,9.4,5,24.0,Rented,15733.5,585.08,216.69,A,0.0013,0.13,0.07
7,Summer,29.7,3,26.0,Rented,9117.4,358.55,56.23,A,0.0011,0.19,0.1
12,Winter,8.6,5,26.0,Owned,17250.5,436.64,243.44,D,0.0016,0.14,0.1
6,Summer,22.9,4,23.0,Rented,12908.3,834.83,69.5,D,0.0015,0.13,0.06
8,Summer,29.6,2,28.0,Rented,6431.2,415.73,34.59,B,0.0013,0.12,0.1
6,Summer,27.8,3,20.0,Rented,7719.6,576.91,69.23,A,0.0019,0.16,0.06
8,Summer,27.3,1,24.0,Rented,3184.8,231.17,21.65,D,0.0018,0.14,0.06
12,Winter,6.8,4,23.0,Rented,12907.2,737.48,147.12,C,0.002,0.13,0.06
1,Winter,8.8,5,21.0,Owned,15414.1,859.12,188.75,C,0.0015,0.18,0.08
8,Summer,28.2,4,26.0,Owned,10712.8,500.62,80.83,A,0.0018,0.19,0.09
1,Winter,8.4,1,24.0,Rented,2604.5,166.56,45.56,B,0.0019,0.12,0.07
1,Winter,8.8,1,21.0,Rented,3148.9,157.3,39.07,B,0.001,0.15,0.06
8,Summer,24.7,1,27.0,Rented,2728.2,245.84,15.62,C,0.0013,0.14,0.06
7,Summer,30.6,4,27.0,Rented,11990.7,443.97,82.08,A,0.0018,0.12,0.09
1,Winter,11.3,2,27.0,Owned,5884.6,338.77,30.25,A,0.0015,0.12,0.07
1,Winter,9.2,1,24.0,Rented,2834.2,126.09,39.34,A,0.0014,0.15,0.05
2,Winter,7.3,2,23.0,Owned,6705.5,323.44,71.35,A,0.0018,0.12,0.08
7,Summer,28.2,3,24.0,Rented,7984.5,466.21,53.8,B,0.0017,0.17,0.06
7,Summer,29.2,3,24.0,Owned,9045.7,455.01,44.88,A,0.0014,0.12,0.1
6,Summer,30.7,2,27.0,Rented,5608.7,270.35,38.69,B,0.0018,0.16,0.05
6,Summer,24.9,2,21.0,Rented,6702.7,441.28,40.26,C,0.0012,0.16,0.07
1,Winter,11.0,2,16.0,Rented,6895.8,316.5,59.21,C,0.0019,0.15,0.06
1,Winter,8.7,3,27.0,Rented,10034.9,541.94,129.52,B,0.0013,0.17,0.07
2,Winter,9.0,2,25.0,Rented,6129.8,475.75,79.76,C,0.0013,0.19,0.09
2,Winter,12.6,1,22.0,Rented,2861.4,147.43,35.26,A,0.0018,0.16,0.06
12,Winter,10.8,6,28.0,Rented,19366.8,1191.76,241.73,C,0.0016,0.18,0.06
8,Summer,31.1,2,20.0,Owned,7407.4,191.1,43.63,B,0.0012,0.17,0.08
6,Summer,23.2,5,23.0,Rented,15904.1,1247.62,104.04,E,0.0017,0.17,0.06
1,Winter,7.7,1,24.0,Owned,4276.7,173.39,38.63,C,0.0019,0.18,0.06
12,Winter,6.8,3,24.0,Rented,9268.3,327.65,109.89,B,0.0014,0.13,0.07
7,Summer,29.3,6,28.0,Rented,20326.2,642.27,134.11,A,0.0013,0.13,0.05
8,Summer,29.4,4,19.0,Rented,12526.5,589.5,83.36,D,0.0015,0.12,0.07
1,Winter,12.0,2,24.0,Rented,6001.1,367.12,92.36,E,0.0011,0.18,0.08
2,Winter,9.1,3,26.0,Owned,9668.2,545.61,61.63,C,0.0018,0.17,0.09
7,Summer,28.6,3,21.0,Rented,8171.2,360.7,59.12,C,0.002,0.14,0.05
7,Summer,26.5,4,24.0,Rented,11807.3,855.8,84.83,C,0.0019,0.14,0.08
2,Winter,12.4,5,24.0,Owned,17516.3,658.12,230.57,B,0.0014,0.17,0.06
1,Winter,8.1,3,28.0,Rented,9131.1,328.92,113.41,B,0.0011,0.13,0.07
7,Summer,29.9,4,20.0,Owned,14197.1,470.82,89.84,A,0.0012,0.15,0.06
6,Summer,26.4,4,21.0,Rented,9759.1,615.45,84.03,B,0.0015,0.19,0.07
6,Summer,31.3,2,25.0,Rented,6294.7,414.68,35.87,D,0.002,0.18,0.07
2,Winter,12.0,4,25.0,Rented,11831.6,684.74,147.18,A,0.0011,0.14,0.07
12,Winter,11.7,6,28.0,Rented,19189.4,900.13,70.14,C,0.0012,0.15,0.07
2,Winter,6.7,6,25.0,Rented,17270.0,1613.39,83.02,D,0.0016,0.13,0.07
6,Summer,26.9,3,23.0,Rented,7936.1,717.22,61.07,D,0.0015,0.13,0.08
8,Summer,27.9,4,24.0,Owned,13826.1,834.72,86.9,B,0.0018,0.13,0.09
12,Winter,9.9,1,23.0,Rented,2844.6,136.08,44.26,B,0.0012,0.16,0.09
12,Winter,11.5,6,28.0,Rented,17846.7,1320.81,106.39,D,0.0017,0.19,0.08
6,Summer,23.1,3,24.0,Owned,9369.3,370.47,56.46,A,0.0018,0.18,0.09
1,Winter,9.9,2,28.0,Owned,6155.9,280.48,87.92,C,0.0016,0.13,0.09
12,Winter,9.5,5,27.0,Rented,16662.7,618.33,185.83,A,0.0018,0.13,0.09
6,Summer,25.9,1,21.0,Rented,3448.9,202.16,22.52,A,0.001,0.19,0.09
1,Winter,8.9,3,27.0,Rented,9168.8,360.21,127.89,C,0.0019,0.14,0.06
2,Winter,12.0,2,18.0,Rented,6094.3,300.94,74.84,A,0.0016,0.12,0.09
1,Winter,9.6,3,21.0,Rented,8813.7,566.37,112.27,E,0.0017,0.16,0.06
1,Winter,10.4,3,22.0,Rented,10556.8,335.88,100.27,A,0.0013,0.18,0.1
2,Winter,14.0,3,22.0,Owned,10525.3,284.59,100.53,A,0.0015,0.13,0.06
7,Summer,29.4,2,18.0,Rented,6426.6,384.01,40.03,B,0.0014,0.17,0.09
1,Winter,8.8,3,25.0,Rented,9353.3,571.16,111.88,D,0.001,0.16,0.07
7,Summer,30.3,4,20.0,Owned,13342.5,604.79,92.27,D,0.0012,0.12,0.09
6,Summer,25.7,6,27.0,Owned,22949.3,1144.27,121.99,A,0.0016,0.19,0.08
12,Winter,9.3,6,24.0,Rented,18535.8,513.39,278.56,B,0.0013,0.2,0.09
1,Winter,6.6,1,22.0,Rented,2487.3,167.66,41.88,E,0.0013,0.19,0.06
1,Winter,8.4,5,28.0,Owned,17416.2,1095.04,221.99,D,0.0017,0.18,0.08
1,Winter,8.4,2,28.0,Rented,7490.1,431.5,79.29,E,0.0014,0.19,0.07
7,Summer,25.1,5,23.0,Owned,17914.0,990.15,102.41,E,0.0013,0.17,0.08
1,Winter,9.5,2,24.0,Rented,5495.5,422.77,85.26,E,0.0019,0.16,0.06
7,Summer,26.5,3,28.0,Rented,9505.6,549.7,63.72,D,0.002,0.18,0.07
6,Summer,26.1,1,22.0,Rented,3123.7,170.38,19.97,D,0.0016,0.15,0.1
1,Winter,9.6,1,19.0,Rented,2693.2,93.44,44.57,B,0.0012,0.14,0.05
6,Summer,23.0,1,25.0,Rented,2482.6,168.31,20.66,B,0.0018,0.16,0.09
1,Winter,9.1,3,22.0,Owned,11098.3,511.12,44.35,E,0.0016,0.18,0.06
8,Summer,29.7,5,24.0,Rented,14871.5,657.59,106.64,A,0.0013,0.14,0.07
7,Summer,28.6,5,18.0,Owned,18699.6,471.5,117.08,B,0.0019,0.17,0.07
12,Winter,12.0,4,25.0,Owned,11893.8,461.05,131.59,B,0.0015,0.2,0.1
6,Summer,26.5,1,23.0,Rented,3080.4,120.57,19.84,A,0.0018,0.19,0.08
1,Winter,6.4,5,27.0,Owned,17738.1,935.16,204.47,E,0.0014,0.2,0.07
8,Summer,32.8,2,28.0,Owned,6830.1,501.74,35.09,D,0.0014,0.19,0.07
12,Winter,10.1,6,25.0,Rented,18369.7,1094.58,274.63,C,0.0015,0.2,0.06
6,Summer,24.8,3,28.0,Rented,9833.7,363.93,73.4,B,0.0013,0.18,0.09
1,Winter,6.4,1,28.0,Owned,3217.5,116.73,37.4,B,0.0019,0.18,0.1
7,Summer,28.7,1,28.0,Owned,3004.5,146.1,18.5,C,0.0013,0.19,0.05
1,Winter,11.1,1,24.0,Owned,3495.5,211.26,38.95,D,0.0012,0.16,0.08
7,Summer,26.5,2,23.0,Rented,6424.3,186.57,34.75,B,0.0011,0.16,0.06
6,Summer,28.8,5,25.0,Rented,15563.6,763.85,103.84,A,0.0018,0.16,0.07
7,Summer,27.1,6,25.0,Owned,20592.0,1033.4,130.55,B,0.0016,0.19,0.06
2,Winter,12.0,3,22.0,Owned,9846.6,448.34,129.31,B,0.0011,0.13,0.08
2,Winter,10.2,1,26.0,Rented,2756.9,163.85,44.75,B,0.0011,0.14,0.08
12,Winter,12.5,6,28.0,Rented,17860.8,1260.48,231.75,D,0.0011,0.15,0.08
12,Winter,12.7,2,28.0,Rented,6345.0,278.71,74.33,D,0.0015,0.18,0.06
1,Winter,7.1,6,28.0,Rented,17066.6,1237.04,225.91,C,0.0017,0.18,0.08
7,Summer,28.6,3,24.0,Rented,10182.8,636.82,60.41,D,0.001,0.17,0.07
1,Winter,5.8,1,26.0,Owned,3679.1,186.71,39.0,B,0.0011,0.19,0.08
2,Winter,8.3,6,23.0,Rented,20377.3,765.49,269.38,B,0.001,0.15,0.09
2,Winter,11.4,6,22.0,Rented,17152.5,1409.91,191.31,C,0.0011,0.16,0.09
2,Winter,10.4,1,25.0,Rented,2634.5,230.11,8.79,B,0.0018,0.17,0.08
12,Winter,10.5,3,26.0,Owned,7778.0,397.9,103.85,E,0.0015,0.16,0.1
6,Summer,25.3,5,28.0,Rented,12759.0,416.14,106.3,A,0.0019,0.17,0.07
1,Winter,9.7,2,25.0,Rented,6016.1,479.76,70.41,C,0.0019,0.18,0.09
12,Winter,7.0,2,20.0,Rented,6829.2,306.89,72.3,A,0.0016,0.18,0.08
12,Winter,9.6,1,24.0,Owned,3285.2,135.22,34.68,B,0.0017,0.12,0.05
2,Winter,10.4,1,23.0,Rented,3070.0,192.87,34.31,C,0.0012,0.18,0.06
6,Summer,26.8,1,26.0,Rented,2881.6,171.44,17.85,C,0.0012,0.15,0.05
2,Winter,11.4,1,26.0,Rented,3118.0,189.71,39.51,C,0.0012,0.18,0.08
1,Winter,7.4,3,22.0,Rented,8158.9,496.02,109.21,B,0.0011,0.14,0.09
2,Winter,14.9,5,21.0,Rented,15289.6,602.14,170.06,B,0.001,0.13,0.07
2,Winter,11.4,5,28.0,Rented,13727.7,887.83,193.73,A,0.0017,0.13,0.1
2,Winter,9.6,5,17.0,Rented,14684.4,879.63,236.36,A,0.0015,0.19,0.09
2,Winter,9.8,1,27.0,Rented,3171.0,151.46,39.88,C,0.0016,0.13,0.06
1,Winter,11.9,5,27.0,Owned,16769.5,909.9,193.49,C,0.001,0.13,0.07
1,Winter,9.7,6,26.0,Rented,17385.0,1174.0,267.36,B,0.0013,0.12,0.07
1,Winter,9.2,4,21.0,Rented,14665.3,452.81,164.09,C,0.0014,0.19,0.06
8,Summer,30.5,6,24.0,Rented,17116.3,1232.08,122.34,E,0.0019,0.17,0.08
2,Winter,9.7,4,27.0,Rented,11996.8,811.36,174.64,B,0.0011,0.14,0.08
12,Winter,10.2,3,22.0,Rented,10781.7,475.41,117.43,A,0.0016,0.19,0.06
7,Summer,30.4,3,26.0,Rented,7322.6,576.1,63.02,B,0.0012,0.15,0.09
12,Winter,13.2,2,23.0,Rented,5519.9,265.72,78.78,B,0.0014,0.15,0.1
1,Winter,6.6,5,23.0,Rented,16814.6,961.22,191.52,D,0.0018,0.19,0.07
12,Winter,13.3,2,25.0,Rented,6007.1,365.99,80.61,C,0.0018,0.17,0.07
12,Winter,12.3,5,25.0,Owned,15531.2,465.13,205.22,C,0.0016,0.14,0.05
12,Winter,9.0,2,26.0,Rented,6253.7,233.7,84.04,B,0.0018,0.14,0.07
7,Summer,27.8,3,24.0,Owned,9274.9,621.57,61.76,C,0.0017,0.17,0.07
12,Winter,13.0,1,23.0,Rented,2632.6,150.38,43.21,C,0.0013,0.19,0.09
12,Winter,8.4,5,24.0,Rented,15855.3,609.32,220.53,A,0.0018,0.18,0.09
12,Winter,9.6,1,24.0,Rented,2311.4,119.46,39.68,B,0.0017,0.13,0.1
2,Winter,10.9,6,23.0,Rented,16387.3,1150.06,245.77,B,0.0015,0.17,0.07
7,Summer,31.3,2,24.0,Owned,6582.5,293.17,40.96,C,0.002,0.15,0.08
7,Summer,32.4,2,28.0,Rented,6868.6,354.5,38.99,D,0.0019,0.13,0.06
2,Winter,6.6,5,24.0,Rented,16117.9,549.14,192.25,A,0.0019,0.13,0.09
1,Winter,10.8,3,28.0,Rented,8661.6,475.53,109.8,A,0.0019,0.13,0.07
7,Summer,28.0,2,22.0,Rented,5827.5,525.52,37.37,B,0.0012,0.17,0.09
1,Winter,7.8,2,23.0,Rented,6613.2,300.39,81.85,B,0.0013,0.14,0.06
1,Winter,8.4,1,25.0,Rented,2788.9,86.87,41.91,A,0.0013,0.17,0.06
6,Summer,24.3,2,24.0,Rented,5841.2,309.09,43.62,B,0.0012,0.19,0.07
1,Winter,7.5,6,20.0,Rented,16250.2,2005.12,190.06,D,0.0011,0.13,0.08
8,Summer,25.6,2,27.0,Owned,6775.6,349.72,39.01,B,0.0018,0.14,0.06
2,Winter,10.2,3,20.0,Owned,10593.6,454.22,115.83,A,0.0017,0.14,0.06
2,Winter,9.3,5,26.0,Rented,14575.7,943.34,167.85,D,0.0014,0.18,0.08
7,Summer,30.2,4,21.0,Owned,13588.6,583.48,77.21,A,0.0016,0.19,0.06
1,Winter,10.8,5,23.0,Rented,15936.5,558.62,238.73,B,0.0018,0.15,0.06
1,Winter,9.2,5,24.0,Rented,12758.9,767.54,176.66,B,0.0012,0.12,0.07
7,Summer,27.4,3,23.0,Owned,11067.3,666.47,70.82,B,0.0014,0.19,0.08
7,Summer,27.3,6,21.0,Rented,18121.1,1077.3,116.98,B,0.0018,0.18,0.06
8,Summer,25.6,2,22.0,Rented,5534.9,509.13,42.55,C,0.0017,0.18,0.07
7,Summer,30.1,2,25.0,Rented,6960.3,418.17,38.88,B,0.0019,0.15,0.09
7,Summer,31.2,1,25.0,Rented,3109.6,199.5,20.58,D,0.0014,0.19,0.09
2,Winter,12.0,3,28.0,Rented,10058.1,348.51,125.13,C,0.0011,0.18,0.09
1,Winter,8.5,4,23.0,Rented,11995.1,624.25,175.44,A,0.0018,0.2,0.08
7,Summer,30.8,6,21.0,Owned,16711.6,1566.1,123.81,B,0.0016,0.2,0.09
7,Summer,28.4,2,26.0,Owned,6907.0,397.01,45.65,C,0.0015,0.19,0.06
6,Summer,20.9,1,20.0,Owned,3401.6,183.34,22.21,A,0.0011,0.18,0.06
1,Winter,8.0,4,25.0,Rented,12196.5,508.61,162.28,D,0.0012,0.19,0.06
6,Summer,28.9,5,26.0,Owned,17063.0,1136.65,95.1,B,0.0015,0.2,0.08
7,Summer,29.5,6,26.0,Rented,19302.6,1188.32,115.23,E,0.0013,0.14,0.07
2,Winter,10.4,2,20.0,Rented,5736.4,400.49,17.81,E,0.002,0.12,0.06
1,Winter,8.1,2,25.0,Rented,6861.8,231.59,79.46,A,0.0012,0.15,0.05
12,Winter,12.5,5,25.0,Rented,16133.1,801.14,182.08,B,0.0017,0.2,0.1
12,Winter,8.3,3,21.0,Owned,8675.5,454.2,121.16,B,0.001,0.18,0.06
6,Summer,27.2,2,25.0,Rented,6411.9,511.56,40.09,D,0.0016,0.13,0.05
1,Winter,11.1,2,28.0,Rented,6332.7,313.21,78.03,D,0.0014,0.18,0.07
8,Summer,30.2,5,24.0,Rented,16777.2,1409.02,97.93,E,0.0018,0.19,0.05
1,Winter,9.8,2,25.0,Rented,5807.9,261.56,72.76,A,0.0014,0.18,0.1
7,Summer,30.1,6,26.0,Owned,18492.6,858.86,124.2,C,0.0013,0.14,0.05
1,Winter,9.9,2,26.0,Rented,6205.2,230.73,84.14,D,0.0012,0.19,0.08
1,Winter,9.1,3,25.0,Rented,8457.0,619.68,144.62,C,0.0011,0.14,0.09
2,Winter,10.8,5,27.0,Owned,19720.4,1025.29,206.62,B,0.0019,0.13,0.1
7,Summer,32.1,5,28.0,Owned,17722.4,1117.54,101.66,A,0.0015,0.14,0.09
8,Summer,28.4,1,25.0,Owned,3219.8,200.53,18.77,B,0.0014,0.13,0.07
12,Winter,9.9,1,26.0,Rented,2717.1,194.27,44.46,C,0.0019,0.17,0.09
1,Winter,10.4,5,22.0,Owned,18987.6,539.96,209.03,C,0.0019,0.16,0.08
2,Winter,11.5,2,21.0,Rented,5583.2,178.92,78.18,A,0.0013,0.16,0.08
1,Winter,11.7,5,23.0,Rented,16173.9,702.08,187.63,B,0.0013,0.14,0.09
1,Winter,5.5,5,20.0,Owned,19663.5,995.92,188.7,D,0.0014,0.19,0.08
6,Summer,28.9,1,22.0,Rented,2826.0,178.32,19.1,B,0.0012,0.12,0.06
2,Winter,8.8,1,23.0,Owned,3817.9,173.67,42.57,E,0.0017,0.16,0.06
12,Winter,9.6,4,24.0,Rented,10528.5,652.81,151.62,D,0.0016,0.13,0.07
2,Winter,12.4,6,23.0,Rented,17933.4,877.16,205.46,C,0.0017,0.15,0.06
6,Summer,24.2,1,20.0,Rented,2746.8,193.03,23.23,D,0.0013,0.12,0.06
12,Winter,7.5,1,25.0,Owned,3306.8,169.54,44.11,C,0.002,0.15,0.08
2,Winter,9.8,6,28.0,Owned,21280.2,527.29,224.17,A,0.0014,0.19,0.06
7,Summer,34.1,1,19.0,Rented,3544.6,146.71,21.67,D,0.0013,0.12,0.07
7,Summer,27.8,4,26.0,Owned,13517.8,856.48,89.7,D,0.0011,0.17,0.08
8,Summer,29.3,3,27.0,Owned,11105.4,604.25,56.89,E,0.0016,0.15,0.05
8,Summer,28.1,2,22.0,Rented,6976.9,485.39,39.77,B,0.0017,0.14,0.1
1,Winter,8.9,3,28.0,Owned,11013.8,309.48,129.51,B,0.0013,0.18,0.05
1,Winter,5.9,2,26.0,Rented,6846.5,316.62,75.59,D,0.0015,0.18,0.08
1,Winter,7.8,6,25.0,Rented,17895.9,989.0,245.75,B,0.0012,0.2,0.06
2,Winter,12.6,2,22.0,Owned,5544.1,234.55,76.1,A,0.0018,0.17,0.08
7,Summer,29.0,6,25.0,Rented,18132.4,1376.35,126.15,C,0.0012,0.16,0.05
12,Winter,11.4,5,26.0,Rented,18946.7,884.08,186.38,C,0.0014,0.18,0.09
12,Winter,10.8,6,25.0,Rented,19866.9,944.51,249.32,D,0.0018,0.19,0.08
2,Winter,11.5,2,24.0,Rented,6138.4,244.71,79.68,B,0.0014,0.18,0.1
8,Summer,23.5,2,28.0,Owned,6088.6,265.19,42.3,A,0.0018,0.17,0.06
1,Winter,7.6,5,28.0,Owned,17451.0,821.72,194.7,B,0.0017,0.16,0.06
2,Winter,8.6,3,22.0,Rented,9532.7,583.27,133.57,E,0.0016,0.12,0.09
8,Summer,25.6,3,26.0,Owned,9839.3,538.84,52.31,B,0.0011,0.13,0.05
8,Summer,26.5,4,24.0,Owned,14166.3,609.06,86.78,C,0.0018,0.18,0.08
7,Summer,29.3,1,23.0,Rented,3002.8,203.79,19.95,E,0.0011,0.18,0.07
7,Summer,27.9,1,25.0,Rented,3315.8,171.63,27.36,C,0.0015,0.2,0.09
7,Summer,26.2,5,25.0,Rented,14203.0,1005.23,88.2,B,0.0017,0.18,0.08
8,Summer,27.1,2,26.0,Rented,6192.3,264.19,44.11,B,0.0011,0.2,0.1
6,Summer,31.0,5,28.0,Rented,16119.5,1249.94,105.46,D,0.0017,0.12,0.08
1,Winter,7.6,3,28.0,Rented,10285.4,452.04,112.96,C,0.001,0.16,0.06
8,Summer,26.2,5,17.0,Rented,17310.1,780.91,105.13,D,0.0013,0.15,0.05
7,Summer,27.9,5,28.0,Owned,15771.9,568.8,98.29,B,0.002,0.12,0.06
7,Summer,29.5,5,24.0,Rented,14445.0,858.43,83.4,A,0.002,0.16,0.05
7,Summer,30.2,2,16.0,Owned,7362.1,300.53,32.53,B,0.0012,0.2,0.08
2,Winter,10.0,3,23.0,Rented,9787.1,246.95,114.17,A,0.0015,0.17,0.07
6,Summer,25.1,3,26.0,Rented,10112.0,437.14,64.22,A,0.0012,0.2,0.09
8,Summer,29.6,2,21.0,Rented,6894.1,407.28,40.89,C,0.0013,0.15,0.06
6,Summer,27.3,3,27.0,Rented,8553.5,479.13,57.44,B,0.0015,0.13,0.06
2,Winter,7.5,4,24.0,Owned,14077.2,623.21,163.35,C,0.0016,0.17,0.07
6,Summer,27.8,5,20.0,Owned,14685.5,926.44,106.4,C,0.0018,0.15,0.08
2,Winter,10.6,5,22.0,Rented,13560.1,322.32,209.85,B,0.0019,0.16,0.09
12,Winter,10.1,2,26.0,Owned,8267.9,403.48,19.3,A,0.0017,0.15,0.05
12,Winter,10.1,6,20.0,Rented,19488.7,1274.19,228.87,E,0.0011,0.13,0.07
7,Summer,32.0,1,28.0,Rented,3205.8,193.19,19.69,B,0.0018,0.15,0.06
12,Winter,11.4,4,23.0,Rented,11756.7,446.42,155.18,D,0.0015,0.16,0.07
12,Winter,11.5,5,28.0,Rented,14519.9,610.49,191.12,B,0.0014,0.18,0.1
2,Winter,15.0,5,19.0,Rented,15923.7,991.85,208.11,C,0.0015,0.13,0.05
12,Winter,9.3,2,28.0,Rented,5599.4,211.96,77.8,A,0.0018,0.2,0.09
2,Winter,13.5,3,26.0,Owned,9344.1,514.67,115.29,C,0.0015,0.19,0.07
12,Winter,8.0,6,25.0,Rented,16816.4,664.45,234.62,A,0.0012,0.15,0.09
2,Winter,10.0,4,21.0,Owned,12305.8,558.46,75.66,B,0.0019,0.15,0.05
8,Summer,25.5,2,26.0,Rented,6998.2,377.42,43.04,B,0.002,0.17,0.05
8,Summer,26.5,6,25.0,Rented,20297.8,1095.48,111.44,B,0.0018,0.19,0.06
12,Winter,11.0,4,25.0,Rented,12198.7,879.93,155.95,C,0.002,0.14,0.08
12,Winter,10.2,5,28.0,Rented,14248.8,873.03,174.3,B,0.0018,0.19,0.06
12,Winter,12.3,4,25.0,Rented,13621.3,571.49,175.83,B,0.0018,0.17,0.1
1,Winter,7.9,6,22.0,Owned,20400.2,1083.75,264.09,C,0.0013,0.17,0.1
2,Winter,12.2,2,25.0,Rented,6301.2,224.13,71.87,B,0.002,0.17,0.1
6,Summer,26.9,6,24.0,Rented,18065.0,1114.15,142.85,B,0.0014,0.18,0.1
1,Winter,11.8,4,22.0,Rented,11721.1,690.42,159.21,C,0.0012,0.15,0.08
